book_number,chapter_number,prefix,normalized_text,word_count
01,B02,Mark,|और|जंगल|में|चालीस|दिन|तक|शैतान|ने|उसकी|परीक्षा|की|और|वह|वनपशुओं|के|साथ|रहा|और|स्वर्गदूत|उसकी|सेवा|करते|रहे|,25
01,B02,Mark,|यूहन्ना|के|पकड़वाए|जाने|के|बाद|यीशु|ने|गलील|में|आकर|परमेश्वर|के|राज्य|का|सुसमाचार|प्रचार|किया|,20
01,B02,Mark,|और|कहा|समय|पूरा|हुआ|है|और|परमेश्वर|का|राज्य|निकट|आ|गया|है|मन|फिराओ|और|सुसमाचार|पर|विश्वास|करो|,23
01,B02,Mark,|गलील|की|झील|के|किनारेकिनारे|जाते|हुए|उसने|शमौन|और|उसके|भाई|अन्द्रियास|को|झील|में|जाल|डालते|देखा|क्योंकि|वे|मछुए|थे|,25
01,B02,Mark,|और|यीशु|ने|उनसे|कहा|मेरे|पीछे|चले|आओ|मैं|तुम|को|मनुष्यों|के|पकड़नेवाले|बनाऊँगा|,18
01,B02,Mark,|वे|तुरन्त|जालों|को|छोड़कर|उसके|पीछे|हो|लिए|,11
01,B02,Mark,|और|कुछ|आगे|बढ़कर|उसने|जब्दी|के|पुत्र|याकूब|और|उसके|भाई|यूहन्ना|को|नाव|पर|जालों|को|सुधारते|देखा|,22
01,B02,Mark,|उसने|तुरन्त|उन्हें|बुलाया|और|वे|अपने|पिता|जब्दी|को|मजदूरों|के|साथ|नाव|पर|छोड़कर|उसके|पीछे|हो|लिए|,22
01,B02,Mark,|और|वे|कफरनहूम|में|आए|और|वह|तुरन्त|सब्त|के|दिन|आराधनालय|में|जाकर|उपदेश|करने|लगा|,19
01,B02,Mark,|और|लोग|उसके|उपदेश|से|चकित|हुए|क्योंकि|वह|उन्हें|शास्त्रियों|की|तरह|नहीं|परन्तु|अधिकार|के|साथ|उपदेश|देता|था|,23
01,B02,Mark,|और|उसी|समय|उनके|आराधनालय|में|एक|मनुष्य|था|जिसमें|एक|अशुद्ध|आत्मा|थी|,16
01,B02,Mark,|उसने|चिल्लाकर|कहा|हे|यीशु|नासरी|हमें|तुझ|से|क्या|काम|,13
01,B02,Mark,|क्या|तू|हमें|नाश|करने|आया|है|,9
01,B02,Mark,|मैं|तुझे|जानता|हूँ|तू|कौन|है|,9
01,B02,Mark,|परमेश्वर|का|पवित्र|जन|,6
01,B02,Mark,|यीशु|ने|उसे|डाँटकर|कहा|चुप|रह|और|उसमें|से|बाहर|निकल|जा|,15
01,B02,Mark,|तब|अशुद्ध|आत्मा|उसको|मरोड़कर|और|बड़े|शब्द|से|चिल्लाकर|उसमें|से|निकल|गई|,16
01,B02,Mark,|इस|पर|सब|लोग|आश्चर्य|करते|हुए|आपस|में|वादविवाद|करने|लगे|यह|क्या|बात|है|,18
01,B02,Mark,|यह|तो|कोई|नया|उपदेश|है|,8
01,B02,Mark,|वह|अधिकार|के|साथ|अशुद्ध|आत्माओं|को|भी|आज्ञा|देता|है|और|वे|उसकी|आज्ञा|मानती|हैं|,19
01,B02,Mark,|और|उसका|नाम|तुरन्त|गलील|के|आसपास|के|सारे|प्रदेश|में|फैल|गया|,15
01,B02,Mark,|और|वह|तुरन्त|आराधनालय|में|से|निकलकर|याकूब|और|यूहन्ना|के|साथ|शमौन|और|अन्द्रियास|के|घर|आया|,20
01,B02,Mark,|और|शमौन|की|सास|तेज|बुखार|से|पीड़ित|थी|और|उन्होंने|तुरन्त|उसके|विषय|में|उससे|कहा|,19
01,B02,Mark,|तब|उसने|पास|जाकर|उसका|हाथ|पकड़|के|उसे|उठाया|और|उसका|बुखार|उस|पर|से|उतर|गया|और|वह|उनकी|सेवाटहल|करने|लगी|,26
01,B02,Mark,|संध्या|के|समय|जब|सूर्य|डूब|गया|तो|लोग|सब|बीमारों|को|और|उन्हें|जिनमें|दुष्टात्माएँ|थीं|उसके|पास|लाए|,22
01,B02,Mark,|और|सारा|नगर|द्वार|पर|इकट्ठा|हुआ|,9
01,B02,Mark,|और|उसने|बहुतों|को|जो|नाना|प्रकार|की|बीमारियों|से|दुःखी|थे|चंगा|किया|और|बहुत|से|दुष्टात्माओं|को|निकाला|और|दुष्टात्माओं|को|बोलने|न|दिया|क्योंकि|वे|उसे|पहचानती|थीं|,33
01,B02,Mark,|और|भोर|को|दिन|निकलने|से|बहुत|पहले|वह|उठकर|निकला|और|एक|जंगली|स्थान|में|गया|और|वहाँ|प्रार्थना|करने|लगा|,24
01,B02,Mark,|तब|शमौन|और|उसके|साथी|उसकी|खोज|में|गए|,11
01,B02,Mark,|जब|वह|मिला|तो|उससे|कहा|सब|लोग|तुझे|ढूँढ़|रहे|हैं|,14
01,B02,Mark,|यीशु|ने|उनसे|कहा|आओ|हम|और|कहीं|आसपास|की|बस्तियों|में|जाएँ|कि|मैं|वहाँ|भी|प्रचार|करूँ|क्योंकि|मैं|इसलिए|निकला|हूँ|,26
01,B02,Mark,|और|वह|सारे|गलील|में|उनके|आराधनालयों|में|जा|जाकर|प्रचार|करता|और|दुष्टात्माओं|को|निकालता|रहा|,19
01,B02,Mark,|एक|कोढ़ी|ने|उसके|पास|आकर|उससे|विनती|की|और|उसके|सामने|घुटने|टेककर|उससे|कहा|यदि|तू|चाहे|तो|मुझे|शुद्ध|कर|सकता|है|,27
01,B02,Mark,|उसने|उस|पर|तरस|खाकर|हाथ|बढ़ाया|और|उसे|छूकर|कहा|मैं|चाहता|हूँ|तू|शुद्ध|हो|जा|,20
01,B02,Mark,|और|तुरन्त|उसका|कोढ़|जाता|रहा|और|वह|शुद्ध|हो|गया|,13
01,B02,Mark,|तब|उसने|उसे|कड़ी|चेतावनी|देकर|तुरन्त|विदा|किया|और|उससे|कहा|देख|किसी|से|कुछ|मत|कहना|परन्तु|जाकर|अपने|आपको|याजक|को|दिखा|और|अपने|शुद्ध|होने|के|विषय|में|जो|कुछ|मूसा|ने|ठहराया|है|उसे|भेंट|चढ़ा|कि|उन|पर|गवाही|हो|,48
01,B02,Mark,|परन्तु|वह|बाहर|जाकर|इस|बात|को|बहुत|प्रचार|करने|और|यहाँ|तक|फैलाने|लगा|कि|यीशु|फिर|खुल्लमखुल्ला|नगर|में|न|जा|सका|परन्तु|बाहर|जंगली|स्थानों|में|रहा|और|चारों|ओर|से|लोग|उसके|पास|आते|रहे|,41
01,B03,Luke,|बहुतों|ने|उन|बातों|का|जो|हमारे|बीच|में|बीती|हैं|इतिहास|लिखने|में|हाथ|लगाया|है|,19
01,B03,Luke,|जैसा|कि|उन्होंने|जो|पहले|ही|से|इन|बातों|के|देखनेवाले|और|वचन|के|सेवक|थे|हम|तक|पहुँचाया|,21
01,B03,Luke,|इसलिए|हे|श्रीमान|थियुफिलुस|मुझे|भी|यह|उचित|मालूम|हुआ|कि|उन|सब|बातों|का|सम्पूर्ण|हाल|आरम्भ|से|ठीकठीक|जाँच|करके|उन्हें|तेरे|लिये|क्रमानुसार|लिखूँ|कि|तू|यह|जान|ले|कि|वे|बातें|जिनकी|तूने|शिक्षा|पाई|है|कैसी|अटल|हैं|,45
01,B03,Luke,|यहूदिया|के|राजा|हेरोदेस|के|समय|अबिय्याह|के|दल|में|जकर्याह|नाम|का|एक|याजक|था|और|उसकी|पत्नी|हारून|के|वंश|की|थी|जिसका|नाम|एलीशिबा|था|,30
01,B03,Luke,|और|वे|दोनों|परमेश्वर|के|सामने|धर्मी|थे|और|प्रभु|की|सारी|आज्ञाओं|और|विधियों|पर|निर्दोष|चलनेवाले|थे|,21
01,B03,Luke,|उनके|कोई|सन्तान|न|थी|क्योंकि|एलीशिबा|बाँझ|थी|और|वे|दोनों|बूढ़े|थे|,16
01,B03,Luke,|जब|वह|अपने|दल|की|पारी|पर|परमेश्वर|के|सामने|याजक|का|काम|करता|था|,17
01,B03,Luke,|तो|याजकों|की|रीति|के|अनुसार|उसके|नाम|पर|चिट्ठी|निकली|कि|प्रभु|के|मन्दिर|में|जाकर|धूप|जलाए|,21
01,B03,Luke,|और|धूप|जलाने|के|समय|लोगों|की|सारी|मण्डली|बाहर|प्रार्थना|कर|रही|थी|,16
01,B03,Luke,|कि|प्रभु|का|एक|स्वर्गदूत|धूप|की|वेदी|की|दाहिनी|ओर|खड़ा|हुआ|उसको|दिखाई|दिया|,18
01,B03,Luke,|और|जकर्याह|देखकर|घबराया|और|उस|पर|बड़ा|भय|छा|गया|,13
01,B03,Luke,|परन्तु|स्वर्गदूत|ने|उससे|कहा|हे|जकर्याह|भयभीत|न|हो|क्योंकि|तेरी|प्रार्थना|सुन|ली|गई|है|और|तेरी|पत्नी|एलीशिबा|से|तेरे|लिये|एक|पुत्र|उत्पन्न|होगा|और|तू|उसका|नाम|यूहन्ना|रखना|,36
01,B03,Luke,|और|तुझे|आनन्द|और|हर्ष|होगा|और|बहुत|लोग|उसके|जन्म|के|कारण|आनन्दित|होंगे|,17
01,B03,Luke,|क्योंकि|वह|प्रभु|के|सामने|महान|होगा|और|दाखरस|और|मदिरा|कभी|न|पीएगा|और|अपनी|माता|के|गर्भ|ही|से|पवित्र|आत्मा|से|परिपूर्ण|हो|जाएगा|,29
01,B03,Luke,|और|इस्राएलियों|में|से|बहुतों|को|उनके|प्रभु|परमेश्वर|की|ओर|फेरेगा|,14
01,B03,Luke,|वह|एलिय्याह|की|आत्मा|और|सामर्थ्य|में|होकर|उसके|आगेआगे|चलेगा|कि|पिताओं|का|मन|बालबच्चों|की|ओर|फेर|दे|और|आज्ञा|न|माननेवालों|को|धर्मियों|की|समझ|पर|लाए|और|प्रभु|के|लिये|एक|योग्य|प्रजा|तैयार|करे|,41
01,B03,Luke,|जकर्याह|ने|स्वर्गदूत|से|पूछा|यह|मैं|कैसे|जानूँ|,11
01,B03,Luke,|क्योंकि|मैं|तो|बूढ़ा|हूँ|और|मेरी|पत्नी|भी|बूढ़ी|हो|गई|है|,15
01,B03,Luke,|स्वर्गदूत|ने|उसको|उत्तर|दिया|मैं|गब्रिएल|हूँ|जो|परमेश्वर|के|सामने|खड़ा|रहता|हूँ|और|मैं|तुझ|से|बातें|करने|और|तुझे|यह|सुसमाचार|सुनाने|को|भेजा|गया|हूँ|,32
01,B03,Luke,|और|देख|जिस|दिन|तक|ये|बातें|पूरी|न|हो|लें|उस|दिन|तक|तू|मौन|रहेगा|और|बोल|न|सकेगा|इसलिए|कि|तूने|मेरी|बातों|की|जो|अपने|समय|पर|पूरी|होंगी|विश्वास|न|किया|,38
01,B03,Luke,|लोग|जकर्याह|की|प्रतीक्षा|करते|रहे|और|अचम्भा|करने|लगे|कि|उसे|मन्दिर|में|ऐसी|देर|क्यों|लगी|,20
01,B03,Luke,|जब|वह|बाहर|आया|तो|उनसे|बोल|न|सका|अतः|वे|जान|गए|कि|उसने|मन्दिर|में|कोई|दर्शन|पाया|है|और|वह|उनसे|संकेत|करता|रहा|और|गूँगा|रह|गया|,33
01,B03,Luke,|जब|उसकी|सेवा|के|दिन|पूरे|हुए|तो|वह|अपने|घर|चला|गया|,15
01,B03,Luke,|इन|दिनों|के|बाद|उसकी|पत्नी|एलीशिबा|गर्भवती|हुई|और|पाँच|महीने|तक|अपने|आपको|यह|कह|के|छिपाए|रखा|,22
01,B03,Luke,|मनुष्यों|में|मेरा|अपमान|दूर|करने|के|लिये|प्रभु|ने|इन|दिनों|में|कृपादृष्टि|करके|मेरे|लिये|ऐसा|किया|है|,22
01,B03,Luke,|छठवें|महीने|में|परमेश्वर|की|ओर|से|गब्रिएल|स्वर्गदूत|गलील|के|नासरत|नगर|में|एक|कुँवारी|के|पास|भेजा|गया|,22
01,B03,Luke,|जिसकी|मंगनी|यूसुफ|नाम|दाऊद|के|घराने|के|एक|पुरुष|से|हुई|थी|उस|कुँवारी|का|नाम|मरियम|था|,21
01,B03,Luke,|और|स्वर्गदूत|ने|उसके|पास|भीतर|आकर|कहा|आनन्द|और|जय|तेरी|हो|जिस|पर|परमेश्वर|का|अनुग्रह|हुआ|है|,22
01,B03,Luke,|प्रभु|तेरे|साथ|है|,6
01,B03,Luke,|वह|उस|वचन|से|बहुत|घबरा|गई|और|सोचने|लगी|कि|यह|किस|प्रकार|का|अभिवादन|है|,19
01,B03,Luke,|स्वर्गदूत|ने|उससे|कहा|हे|मरियम|भयभीत|न|हो|क्योंकि|परमेश्वर|का|अनुग्रह|तुझ|पर|हुआ|है|,19
01,B03,Luke,|और|देख|तू|गर्भवती|होगी|और|तेरे|एक|पुत्र|उत्पन्न|होगा|तू|उसका|नाम|यीशु|रखना|,18
01,B03,Luke,|वह|महान|होगा|और|परमप्रधान|का|पुत्र|कहलाएगा|और|प्रभु|परमेश्वर|उसके|पिता|दाऊद|का|सिंहासन|उसको|देगा|,20
01,B03,Luke,|और|वह|याकूब|के|घराने|पर|सदा|राज्य|करेगा|और|उसके|राज्य|का|अन्त|न|होगा|,18
01,B03,Luke,|मरियम|ने|स्वर्गदूत|से|कहा|यह|कैसे|होगा|,10
01,B03,Luke,|मैं|तो|पुरुष|को|जानती|ही|नहीं|,9
01,B03,Luke,|स्वर्गदूत|ने|उसको|उत्तर|दिया|पवित्र|आत्मा|तुझ|पर|उतरेगा|और|परमप्रधान|की|सामर्थ्य|तुझ|पर|छाया|करेगी|इसलिए|वह|पवित्र|जो|उत्पन्न|होनेवाला|है|परमेश्वर|का|पुत्र|कहलाएगा|,31
01,B03,Luke,|और|देख|और|तेरी|कुटुम्बिनी|एलीशिबा|के|भी|बुढ़ापे|में|पुत्र|होनेवाला|है|यह|उसका|जो|बाँझ|कहलाती|थी|छठवाँ|महीना|है|,24
01,B03,Luke,|परमेश्वर|के|लिए|कुछ|भी|असम्भव|नहीं|है|,10
01,B03,Luke,|मरियम|ने|कहा|देख|मैं|प्रभु|की|दासी|हूँ|तेरे|वचन|के|अनुसार|मेरे|साथ|ऐसा|हो|,19
01,B03,Luke,|तब|स्वर्गदूत|उसके|पास|से|चला|गया|,9
01,B03,Luke,|उन|दिनों|में|मरियम|उठकर|शीघ्र|ही|पहाड़ी|देश|में|यहूदा|के|एक|नगर|को|गई|,18
01,B03,Luke,|और|जकर्याह|के|घर|में|जाकर|एलीशिबा|को|नमस्कार|किया|,12
01,B03,Luke,|जैसे|ही|एलीशिबा|ने|मरियम|का|नमस्कार|सुना|वैसे|ही|बच्चा|उसके|पेट|में|उछला|और|एलीशिबा|पवित्र|आत्मा|से|परिपूर्ण|हो|गई|,25
01,B03,Luke,|और|उसने|बड़े|शब्द|से|पुकारकर|कहा|तू|स्त्रियों|में|धन्य|है|और|तेरे|पेट|का|फल|धन्य|है|,21
01,B03,Luke,|और|यह|अनुग्रह|मुझे|कहाँ|से|हुआ|कि|मेरे|प्रभु|की|माता|मेरे|पास|आई|,17
01,B03,Luke,|और|देख|जैसे|ही|तेरे|नमस्कार|का|शब्द|मेरे|कानों|में|पड़ा|वैसे|ही|बच्चा|मेरे|पेट|में|आनन्द|से|उछल|पड़ा|,24
01,B03,Luke,|और|धन्य|है|वह|जिसने|विश्वास|किया|कि|जो|बातें|प्रभु|की|ओर|से|उससे|कही|गई|वे|पूरी|होंगी|,22
01,B03,Luke,|तब|मरियम|ने|कहा|मेरा|प्राण|प्रभु|की|बड़ाई|करता|है|,13
01,B03,Luke,|और|मेरी|आत्मा|मेरे|उद्धार|करनेवाले|परमेश्वर|से|आनन्दित|हुई|,12
01,B03,Luke,|क्योंकि|उसने|अपनी|दासी|की|दीनता|पर|दृष्टि|की|है|इसलिए|देखो|अब|से|सब|युगयुग|के|लोग|मुझे|धन्य|कहेंगे|,23
01,B03,Luke,|क्योंकि|उस|शक्तिमान|ने|मेरे|लिये|बड़े|बड़े|काम|किए|हैं|और|उसका|नाम|पवित्र|है|,18
01,B03,Luke,|और|उसकी|दया|उन|पर|जो|उससे|डरते|हैं|पीढ़ी|से|पीढ़ी|तक|बनी|रहती|है|,18
01,B03,Luke,|उसने|अपना|भुजबल|दिखाया|और|जो|अपने|मन|में|घमण्ड|करते|थे|उन्हें|तितरबितर|किया|,17
01,B03,Luke,|उसने|शासकों|को|सिंहासनों|से|गिरा|दिया|और|दीनों|को|ऊँचा|किया|,14
01,B03,Luke,|उसने|भूखों|को|अच्छी|वस्तुओं|से|तृप्त|किया|और|धनवानों|को|खाली|हाथ|निकाल|दिया|,17
01,B03,Luke,|उसने|अपने|सेवक|इस्राएल|को|सम्भाल|लिया|कि|अपनी|उस|दया|को|स्मरण|करे|जो|अब्राहम|और|उसके|वंश|पर|सदा|रहेगी|जैसा|उसने|हमारे|पूर्वजों|से|कहा|था|,31
01,B03,Luke,|मरियम|लगभग|तीन|महीने|उसके|साथ|रहकर|अपने|घर|लौट|गई|,13
01,B03,Luke,|तब|एलीशिबा|के|जनने|का|समय|पूरा|हुआ|और|वह|पुत्र|जनी|,14
01,B03,Luke,|उसके|पड़ोसियों|और|कुटुम्बियों|ने|यह|सुनकर|कि|प्रभु|ने|उस|पर|बड़ी|दया|की|है|उसके|साथ|आनन्दित|हुए|,22
01,B03,Luke,|और|ऐसा|हुआ|कि|आठवें|दिन|वे|बालक|का|खतना|करने|आए|और|उसका|नाम|उसके|पिता|के|नाम|पर|जकर्याह|रखने|लगे|,25
01,B03,Luke,|और|उसकी|माता|ने|उत्तर|दिया|नहीं|वरन्|उसका|नाम|यूहन्ना|रखा|जाए|,15
01,B03,Luke,|और|उन्होंने|उससे|कहा|तेरे|कुटुम्ब|में|किसी|का|यह|नाम|नहीं|,14
01,B03,Luke,|तब|उन्होंने|उसके|पिता|से|संकेत|करके|पूछा|कि|तू|उसका|नाम|क्या|रखना|चाहता|है|,18
01,B03,Luke,|और|उसने|लिखने|की|पट्टी|मँगवाकर|लिख|दिया|उसका|नाम|यूहन्ना|है|और|सभी|ने|अचम्भा|किया|,19
01,B03,Luke,|तब|उसका|मुँह|और|जीभ|तुरन्त|खुल|गई|और|वह|बोलने|और|परमेश्वर|की|स्तुति|करने|लगा|,19
01,B03,Luke,|और|उसके|आसपास|के|सब|रहनेवालों|पर|भय|छा|गया|और|उन|सब|बातों|की|चर्चा|यहूदिया|के|सारे|पहाड़ी|देश|में|फैल|गई|,26
01,B03,Luke,|और|सब|सुननेवालों|ने|अपनेअपने|मन|में|विचार|करके|कहा|यह|बालक|कैसा|होगा|,16
01,B03,Luke,|क्योंकि|प्रभु|का|हाथ|उसके|साथ|था|,9
01,B03,Luke,|और|उसका|पिता|जकर्याह|पवित्र|आत्मा|से|परिपूर्ण|हो|गया|और|भविष्यद्वाणी|करने|लगा|,16
01,B03,Luke,|प्रभु|इस्राएल|का|परमेश्वर|धन्य|हो|कि|उसने|अपने|लोगों|पर|दृष्टि|की|और|उनका|छुटकारा|किया|है|और|अपने|सेवक|दाऊद|के|घराने|में|हमारे|लिये|एक|उद्धार|का|सींग|निकाला|जैसे|उसने|अपने|पवित्र|भविष्यद्वक्ताओं|के|द्वारा|जो|जगत|के|आदि|से|होते|आए|हैं|कहा|था|अर्थात्|हमारे|शत्रुओं|से|और|हमारे|सब|बैरियों|के|हाथ|से|हमारा|उद्धार|किया|है|कि|हमारे|पूर्वजों|पर|दया|करके|अपनी|पवित्र|वाचा|का|स्मरण|करे|और|वह|शपथ|जो|उसने|हमारे|पिता|अब्राहम|से|खाई|थी|कि|वह|हमें|यह|देगा|कि|हम|अपने|शत्रुओं|के|हाथ|से|छूटकर|उसके|सामने|पवित्रता|और|धार्मिकता|से|जीवन|भर|निडर|रहकर|उसकी|सेवा|करते|रहें|,116
01,B03,Luke,|और|तू|हे|बालक|परमप्रधान|का|भविष्यद्वक्ता|कहलाएगा|क्योंकि|तू|प्रभु|के|मार्ग|तैयार|करने|के|लिये|उसके|आगेआगे|चलेगा|कि|उसके|लोगों|को|उद्धार|का|ज्ञान|दे|जो|उनके|पापों|की|क्षमा|से|प्राप्त|होता|है|,39
01,B03,Luke,|यह|हमारे|परमेश्वर|की|उसी|बड़ी|करुणा|से|होगा|जिसके|कारण|ऊपर|से|हम|पर|भोर|का|प्रकाश|उदय|होगा|,22
